indicator,region,unit,year,value,source
Autres catégories,TCHAD,Percent,2011,2.6,INSEED - Unemployment
Autres catégories,TCHAD,Percent,2018,2.2,INSEED - Unemployment
Autres milieux urbains,TCHAD,Percent,2011,2.4,INSEED - Unemployment
Autres milieux urbains,TCHAD,Percent,2018,2.0,INSEED - Unemployment
Catégorie socio professionnelle du chef de ménage,TCHAD,Percent,2011,2.7,INSEED - Unemployment
Catégorie socio professionnelle du chef de ménage,TCHAD,Percent,2018,2.5,INSEED - Unemployment
Incidence,TCHAD,Percent,2011,46.7,INSEED - Unemployment
Incidence,TCHAD,Percent,2018,42.3,INSEED - Unemployment
Indice GINI,TCHAD,Percent,2018,0.34,INSEED - Unemployment
Masculin,TCHAD,Percent,2011,3.6,INSEED - Unemployment
Masculin,TCHAD,Percent,2018,2.1,INSEED - Unemployment
Moyen pauvre,TCHAD,Number,2011,871476.0,INSEED - Unemployment
Moyen pauvre,TCHAD,Number,2018,1298238.0,INSEED - Unemployment
Moyen riche,TCHAD,Number,2011,1962810.0,INSEED - Unemployment
Moyen riche,TCHAD,Number,2018,2094186.0,INSEED - Unemployment
Médian,TCHAD,Number,2011,1680843.0,INSEED - Unemployment
Médian,TCHAD,Number,2018,1651325.0,INSEED - Unemployment
N'Djaména,TCHAD,Percent,2011,3.3,INSEED - Unemployment
N'Djaména,TCHAD,Percent,2018,2.5,INSEED - Unemployment
Plus pauvre,TCHAD,Number,2011,534361.0,INSEED - Unemployment
Plus pauvre,TCHAD,Number,2018,915333.0,INSEED - Unemployment
Plus riche,TCHAD,Number,2011,3289419.0,INSEED - Unemployment
Plus riche,TCHAD,Number,2018,3118199.0,INSEED - Unemployment
Profondeur,TCHAD,Percent,2011,26.3,INSEED - Unemployment
Profondeur,TCHAD,Percent,2018,12.6,INSEED - Unemployment
Rapport de dépendance économique total,TCHAD,Percent,2011,3.6,INSEED - Unemployment
Rapport de dépendance économique total,TCHAD,Percent,2018,3.3,INSEED - Unemployment
Rural,TCHAD,Percent,2018,2.2,INSEED - Unemployment
Sexe du chef de ménage,TCHAD,Percent,2011,2.4,INSEED - Unemployment
Sexe du chef de ménage,TCHAD,Percent,2018,2.2,INSEED - Unemployment
Sévérité,TCHAD,Percent,2011,15.9,INSEED - Unemployment
Sévérité,TCHAD,Percent,2018,5.2,INSEED - Unemployment
Taux de chômage,TCHAD,Percent,2003,0.226,INSEED - Unemployment
Taux de chômage,TCHAD,Percent,2011,0.057,INSEED - Unemployment
Taux de chômage,TCHAD,Percent,2018,0.02,INSEED - Unemployment
Taux de pauvreté,TCHAD,Percent,2003,0.55,INSEED - Unemployment
Taux de pauvreté,TCHAD,Percent,2011,0.467,INSEED - Unemployment
Taux de pauvreté,TCHAD,Percent,2018,0.423,INSEED - Unemployment
patron/propre compte,TCHAD,Percent,2011,5.5,INSEED - Unemployment
patron/propre compte,TCHAD,Percent,2018,4.2,INSEED - Unemployment
salarié,TCHAD,Percent,2011,1.6,INSEED - Unemployment
salarié,TCHAD,Percent,2018,2.0,INSEED - Unemployment
Couverture vaccinale contre l’hépatite B,TCHAD,Percent,2010,0.111,INSEED - Vaccination
Couverture vaccinale de la DCTcoq,TCHAD,Percent,1996,0.391,INSEED - Vaccination
Couverture vaccinale de la DCTcoq,TCHAD,Percent,2000,0.207,INSEED - Vaccination
Couverture vaccinale de la DCTcoq,TCHAD,Percent,2004,0.2,INSEED - Vaccination
Couverture vaccinale de la DCTcoq,TCHAD,Percent,2010,0.155,INSEED - Vaccination
Couverture vaccinale de la DCTcoq,TCHAD,Percent,2014,58.3,INSEED - Vaccination
Couverture vaccinale de la fièvre jaune,TCHAD,Percent,1996,0.247,INSEED - Vaccination
Couverture vaccinale de la fièvre jaune,TCHAD,Percent,2000,0.309,INSEED - Vaccination
Couverture vaccinale de la fièvre jaune,TCHAD,Percent,2010,0.255,INSEED - Vaccination
Couverture vaccinale de la fièvre jaune,TCHAD,Percent,2014,43.5,INSEED - Vaccination
Couverture vaccinale de la polio,TCHAD,Percent,1996,0.534,INSEED - Vaccination
Couverture vaccinale de la polio,TCHAD,Percent,2000,0.505,INSEED - Vaccination
Couverture vaccinale de la polio,TCHAD,Percent,2004,0.36,INSEED - Vaccination
Couverture vaccinale de la polio,TCHAD,Percent,2010,0.25,INSEED - Vaccination
Couverture vaccinale de la polio,TCHAD,Percent,2014,76.3,INSEED - Vaccination
Couverture vaccinale de la rougeole,TCHAD,Percent,1996,0.228,INSEED - Vaccination
Couverture vaccinale de la rougeole,TCHAD,Percent,2000,0.297,INSEED - Vaccination
Couverture vaccinale de la rougeole,TCHAD,Percent,2004,0.23,INSEED - Vaccination
Couverture vaccinale de la rougeole,TCHAD,Percent,2010,0.36,INSEED - Vaccination
Couverture vaccinale de la rougeole,TCHAD,Percent,2014,0.569,INSEED - Vaccination
Couverture vaccinale du BCG,TCHAD,Percent,1996,0.388,INSEED - Vaccination
Couverture vaccinale du BCG,TCHAD,Percent,2000,0.454,INSEED - Vaccination
Couverture vaccinale du BCG,TCHAD,Percent,2004,0.4,INSEED - Vaccination
Couverture vaccinale du BCG,TCHAD,Percent,2010,0.438,INSEED - Vaccination
Couverture vaccinale du BCG,TCHAD,Percent,2014,59.6,INSEED - Vaccination
NUTRITION,TCHAD,,2018,0.6,INSEED - Vaccination
Naissances enregistrées (pour 1 000),TCHAD,Number,2010,15.7,INSEED - Vaccination
Pourcentage d'accouchemnts assistés par du personnel de santé,TCHAD,Percent,1996,0.24,INSEED - Vaccination
Pourcentage d'accouchemnts assistés par du personnel de santé,TCHAD,Percent,2000,0.162,INSEED - Vaccination
Pourcentage d'accouchemnts assistés par du personnel de santé,TCHAD,Percent,2004,0.21,INSEED - Vaccination
Pourcentage d'accouchemnts assistés par du personnel de santé,TCHAD,Percent,2010,0.227,INSEED - Vaccination
Pourcentage d'accouchemnts assistés par du personnel de santé,TCHAD,Percent,2014,0.243,INSEED - Vaccination
Pourcentage d'accouchemnts assistés par du personnel de santé,TCHAD,Percent,2018,0.472,INSEED - Vaccination
Pourcentage d'enfants complètement vaccinés,TCHAD,Percent,1996,0.111,INSEED - Vaccination
Pourcentage d'enfants complètement vaccinés,TCHAD,Percent,2014,22.9,INSEED - Vaccination
Pourcentage de mèers ayant fourni au mois un soin prénatal (%),TCHAD,Percent,1996,0.16,INSEED - Vaccination
Pourcentage de mèers ayant fourni au mois un soin prénatal (%),TCHAD,Percent,2000,0.416,INSEED - Vaccination
Pourcentage de mèers ayant fourni au mois un soin prénatal (%),TCHAD,Percent,2004,0.43,INSEED - Vaccination
Pourcentage de mèers ayant fourni au mois un soin prénatal (%),TCHAD,Percent,2010,0.532,INSEED - Vaccination
Pourcentage de mèers ayant fourni au mois un soin prénatal (%),TCHAD,Percent,2014,63.7,INSEED - Vaccination
Protection des enfants contre le tétanos néonatal,TCHAD,Percent,2000,0.385,INSEED - Vaccination
Protection des enfants contre le tétanos néonatal,TCHAD,Percent,2004,0.29,INSEED - Vaccination
Protection des enfants contre le tétanos néonatal,TCHAD,Percent,2010,0.431,INSEED - Vaccination
Protection des enfants contre le tétanos néonatal,TCHAD,Percent,2014,0.56,INSEED - Vaccination
Prévalence de l'obésité,TCHAD,Percent,2018,2.3,INSEED - Vaccination
Prévalence de l'émaciation,TCHAD,Percent,1996,14.0,INSEED - Vaccination
Prévalence de l'émaciation,TCHAD,Percent,2000,0.117,INSEED - Vaccination
Prévalence de l'émaciation,TCHAD,Percent,2004,0.14,INSEED - Vaccination
Prévalence de l'émaciation,TCHAD,Percent,2010,15.7,INSEED - Vaccination
Prévalence de l'émaciation,TCHAD,Percent,2014,13.0,INSEED - Vaccination
Prévalence de l'émaciation,TCHAD,Percent,2018,13.9,INSEED - Vaccination
Prévalence de la sous-alimentation,TCHAD,Percent,1996,39.0,INSEED - Vaccination
Prévalence de la sous-alimentation,TCHAD,Percent,2000,0.276,INSEED - Vaccination
Prévalence de la sous-alimentation,TCHAD,Percent,2004,37.0,INSEED - Vaccination
Prévalence de la sous-alimentation,TCHAD,Percent,2010,30.3,INSEED - Vaccination
Prévalence de la sous-alimentation,TCHAD,Percent,2014,28.8,INSEED - Vaccination
Prévalence de la sous-alimentation,TCHAD,Percent,2018,29.2,INSEED - Vaccination
Prévalence des maladies,TCHAD,Percent,1996,0.0,INSEED - Vaccination
Prévalence du retard de croissance,TCHAD,Percent,1996,40.0,INSEED - Vaccination
Prévalence du retard de croissance,TCHAD,Percent,2000,0.283,INSEED - Vaccination
Prévalence du retard de croissance,TCHAD,Percent,2004,0.41,INSEED - Vaccination
Prévalence du retard de croissance,TCHAD,Percent,2010,38.7,INSEED - Vaccination
Prévalence du retard de croissance,TCHAD,Percent,2014,40.0,INSEED - Vaccination
Prévalence du retard de croissance,TCHAD,Percent,2018,37.8,INSEED - Vaccination
Taux d'insuffisance pondérale modérée 6 à 59 mois (%),TCHAD,Percent,2014,15.5,INSEED - Vaccination
Taux d'insuffisance pondérale sévère 6 à 59 mois (%),TCHAD,Percent,2014,6.5,INSEED - Vaccination
Taux d'insuffisance pondérale sévère 6 à 59 mois (%),TCHAD,Percent,2018,16.0,INSEED - Vaccination
Taux de couverture en vaccin antirougeoleux (%),TCHAD,Percent,2014,66.1,INSEED - Vaccination
Taux de malnutrition aiguë modérée (6-59 mois),TCHAD,Percent,2014,8.9,INSEED - Vaccination
Taux de malnutrition aiguë sévère (6-59 mois),TCHAD,Percent,2014,2.8,INSEED - Vaccination
Taux de malnutrition chronique sévère (0-59) mois),TCHAD,Percent,2014,11.0,INSEED - Vaccination
"Taux de malnutrition chronique, modérée (0-59 mois)",TCHAD,Percent,2014,18.0,INSEED - Vaccination
Taux de mortalité des moins de 5 ans,TCHAD,Percent,1996,194.0,INSEED - Vaccination
Taux de mortalité des moins de 5 ans,TCHAD,Percent,2000,194.0,INSEED - Vaccination
Taux de mortalité des moins de 5 ans,TCHAD,Percent,2004,191.0,INSEED - Vaccination
Taux de mortalité des moins de 5 ans,TCHAD,Percent,2010,175.0,INSEED - Vaccination
Taux de mortalité des moins de 5 ans,TCHAD,Percent,2014,133.0,INSEED - Vaccination
Taux de mortalité des moins de 5 ans,TCHAD,Percent,2018,122.0,INSEED - Vaccination
Taux de mortalité due au paludisme (parmi toutes les causes de mortalité chez les 0-5 ans),TCHAD,,2014,0.51,INSEED - Vaccination
Taux de mortalité due au paludisme (parmi toutes les causes de mortalité chez les 0-5 ans),TCHAD,,2018,8.7,INSEED - Vaccination
Taux de mortalité infantile (%)(0 à 11 mois),TCHAD,Percent,2014,72.0,INSEED - Vaccination
Taux de mortalité infantile (%)(0 à 11 mois),TCHAD,Percent,2018,0.96,INSEED - Vaccination
Taux de mortalité infantile ou taux de mortalité néonatale,TCHAD,Percent,1996,103.0,INSEED - Vaccination
Taux de mortalité infantile ou taux de mortalité néonatale,TCHAD,Percent,2000,105.0,INSEED - Vaccination
Taux de mortalité infantile ou taux de mortalité néonatale,TCHAD,Percent,2004,102.0,INSEED - Vaccination
Taux de mortalité infantile ou taux de mortalité néonatale,TCHAD,Percent,2010,106.0,INSEED - Vaccination
Taux de mortalité infantile ou taux de mortalité néonatale,TCHAD,Percent,2014,72.0,INSEED - Vaccination
Taux de mortalité infantile ou taux de mortalité néonatale,TCHAD,Percent,2018,78.0,INSEED - Vaccination
Taux de mortalité maternelle pour 100 000 naissance,TCHAD,Number,1996,827.0,INSEED - Vaccination
Taux de mortalité maternelle pour 100 000 naissance,TCHAD,Number,2014,860.0,INSEED - Vaccination
Taux de natalité chez les adolescentes,TCHAD,Percent,2010,203.4,INSEED - Vaccination
Taux de natalité chez les adolescentes,TCHAD,Percent,2014,179.4,INSEED - Vaccination
Taux de natalité chez les adolescentes,TCHAD,Percent,2018,138.0,INSEED - Vaccination
Taux de prévalence contraceptive,TCHAD,Percent,1996,0.04,INSEED - Vaccination
Taux de prévalence contraceptive,TCHAD,Percent,2000,0.079,INSEED - Vaccination
Taux de prévalence contraceptive,TCHAD,Percent,2010,0.048,INSEED - Vaccination
Taux de prévalence contraceptive,TCHAD,Percent,2014,0.057,INSEED - Vaccination
