indicator,region,unit,year,value,source
Période courante,Tibesti,Number,2021,3901.0,INSEED - Food Security
Période courante,Tibesti,Number,2022,3145.0,INSEED - Food Security
Période courante,Tibesti,Number,2022,2787.0,INSEED - Food Security
Période courante,Tibesti,Number,2023,1283.0,INSEED - Food Security
Période courante,Tibesti,Number,2023,3880.0,INSEED - Food Security
Période courante,Tibesti,Number,2024,3636.0,INSEED - Food Security
Période courante,Wadi Fira,Number,2016,154414.0,INSEED - Food Security
Période courante,Wadi Fira,Number,2016,52504.0,INSEED - Food Security
Période courante,Wadi Fira,Number,2017,33324.0,INSEED - Food Security
Période courante,Wadi Fira,Number,2017,20895.0,INSEED - Food Security
Période courante,Wadi Fira,Number,2018,126046.0,INSEED - Food Security
Période courante,Wadi Fira,Number,2018,18990.0,INSEED - Food Security
Période courante,Wadi Fira,Number,2019,7227.0,INSEED - Food Security
Période courante,Wadi Fira,Number,2019,4975.0,INSEED - Food Security
Période courante,Wadi Fira,Number,2020,11286.0,INSEED - Food Security
Période courante,Wadi Fira,Number,2020,78606.0,INSEED - Food Security
Période courante,Wadi Fira,Number,2021,116186.0,INSEED - Food Security
Période courante,Wadi Fira,Number,2021,75285.0,INSEED - Food Security
Période courante,Wadi Fira,Number,2022,93826.0,INSEED - Food Security
Période courante,Wadi Fira,Number,2022,30830.0,INSEED - Food Security
Période courante,Wadi Fira,Number,2023,104100.0,INSEED - Food Security
Période courante,Wadi Fira,Number,2023,131165.0,INSEED - Food Security
Période courante,Wadi Fira,Number,2024,154102.0,INSEED - Food Security
Période projetée,Bahr-El-Gazel,Number,2016,74835.0,INSEED - Food Security
Période projetée,Bahr-El-Gazel,Number,2016,77462.0,INSEED - Food Security
Période projetée,Bahr-El-Gazel,Number,2017,66865.0,INSEED - Food Security
Période projetée,Bahr-El-Gazel,Number,2017,48516.0,INSEED - Food Security
Période projetée,Bahr-El-Gazel,Number,2018,83493.0,INSEED - Food Security
Période projetée,Bahr-El-Gazel,Number,2018,34450.0,INSEED - Food Security
Période projetée,Bahr-El-Gazel,Number,2019,37258.0,INSEED - Food Security
Période projetée,Bahr-El-Gazel,Number,2019,43663.0,INSEED - Food Security
Période projetée,Bahr-El-Gazel,Number,2020,102390.0,INSEED - Food Security
Période projetée,Bahr-El-Gazel,Number,2020,45483.0,INSEED - Food Security
Période projetée,Bahr-El-Gazel,Number,2021,96044.0,INSEED - Food Security
Période projetée,Bahr-El-Gazel,Number,2021,59234.0,INSEED - Food Security
Période projetée,Bahr-El-Gazel,Number,2022,119341.0,INSEED - Food Security
Période projetée,Bahr-El-Gazel,Number,2022,50755.0,INSEED - Food Security
Période projetée,Bahr-El-Gazel,Number,2023,119199.0,INSEED - Food Security
Période projetée,Bahr-El-Gazel,Number,2023,71540.0,INSEED - Food Security
Période projetée,Bahr-El-Gazel,Number,2024,133513.0,INSEED - Food Security
Période projetée,Batha,Number,2016,68060.0,INSEED - Food Security
Période projetée,Batha,Number,2016,59346.0,INSEED - Food Security
Période projetée,Batha,Number,2017,81556.0,INSEED - Food Security
Période projetée,Batha,Number,2017,62453.0,INSEED - Food Security
Période projetée,Batha,Number,2018,139624.0,INSEED - Food Security
Période projetée,Batha,Number,2018,35876.0,INSEED - Food Security
Période projetée,Batha,Number,2019,23887.0,INSEED - Food Security
Période projetée,Batha,Number,2019,64003.0,INSEED - Food Security
Période projetée,Batha,Number,2020,89416.0,INSEED - Food Security
Période projetée,Batha,Number,2020,50726.0,INSEED - Food Security
Période projetée,Batha,Number,2021,131972.0,INSEED - Food Security
Période projetée,Batha,Number,2021,103743.0,INSEED - Food Security
Période projetée,Batha,Number,2022,139525.0,INSEED - Food Security
Période projetée,Batha,Number,2022,59952.0,INSEED - Food Security
Période projetée,Batha,Number,2023,66137.0,INSEED - Food Security
Période projetée,Batha,Number,2023,184055.0,INSEED - Food Security
Période projetée,Batha,Number,2024,211102.0,INSEED - Food Security
Période projetée,Borkou,Number,2017,0.0,INSEED - Food Security
Période projetée,Borkou,Number,2017,4695.0,INSEED - Food Security
Période projetée,Borkou,Number,2018,6080.0,INSEED - Food Security
Période projetée,Borkou,Number,2018,10029.0,INSEED - Food Security
Période projetée,Borkou,Number,2019,27936.0,INSEED - Food Security
Période projetée,Borkou,Number,2019,5030.0,INSEED - Food Security
Période projetée,Borkou,Number,2020,29660.0,INSEED - Food Security
Période projetée,Borkou,Number,2020,35808.0,INSEED - Food Security
Période projetée,Borkou,Number,2021,47321.0,INSEED - Food Security
Période projetée,Borkou,Number,2021,22375.0,INSEED - Food Security
Période projetée,Borkou,Number,2022,16636.0,INSEED - Food Security
Période projetée,Borkou,Number,2022,27040.0,INSEED - Food Security
Période projetée,Borkou,Number,2023,13159.0,INSEED - Food Security
Période projetée,Borkou,Number,2023,41161.0,INSEED - Food Security
Période projetée,Borkou,Number,2024,38971.0,INSEED - Food Security
Période projetée,Chari-Baguirmi,Number,2016,0.0,INSEED - Food Security
Période projetée,Chari-Baguirmi,Number,2016,28235.0,INSEED - Food Security
Période projetée,Chari-Baguirmi,Number,2017,0.0,INSEED - Food Security
Période projetée,Chari-Baguirmi,Number,2017,0.0,INSEED - Food Security
Période projetée,Chari-Baguirmi,Number,2018,0.0,INSEED - Food Security
Période projetée,Chari-Baguirmi,Number,2018,0.0,INSEED - Food Security
Période projetée,Chari-Baguirmi,Number,2019,36292.0,INSEED - Food Security
Période projetée,Chari-Baguirmi,Number,2019,14210.0,INSEED - Food Security
Période projetée,Chari-Baguirmi,Number,2020,0.0,INSEED - Food Security
Période projetée,Chari-Baguirmi,Number,2020,23520.0,INSEED - Food Security
Période projetée,Chari-Baguirmi,Number,2021,46846.0,INSEED - Food Security
Période projetée,Chari-Baguirmi,Number,2021,69575.0,INSEED - Food Security
Période projetée,Chari-Baguirmi,Number,2022,71725.0,INSEED - Food Security
Période projetée,Chari-Baguirmi,Number,2022,76040.0,INSEED - Food Security
Période projetée,Chari-Baguirmi,Number,2023,57440.0,INSEED - Food Security
Période projetée,Chari-Baguirmi,Number,2023,111182.0,INSEED - Food Security
Période projetée,Chari-Baguirmi,Number,2024,139114.0,INSEED - Food Security
Période projetée,Ennedi-Est,Number,2016,0.0,INSEED - Food Security
Période projetée,Ennedi-Est,Number,2016,14238.0,INSEED - Food Security
Période projetée,Ennedi-Est,Number,2017,0.0,INSEED - Food Security
Période projetée,Ennedi-Est,Number,2017,4362.0,INSEED - Food Security
Période projetée,Ennedi-Est,Number,2018,6278.0,INSEED - Food Security
Période projetée,Ennedi-Est,Number,2018,2654.0,INSEED - Food Security
Période projetée,Ennedi-Est,Number,2019,12505.0,INSEED - Food Security
Période projetée,Ennedi-Est,Number,2019,10516.0,INSEED - Food Security
Période projetée,Ennedi-Est,Number,2020,10294.0,INSEED - Food Security
Période projetée,Ennedi-Est,Number,2020,6824.0,INSEED - Food Security
Période projetée,Ennedi-Est,Number,2021,8598.0,INSEED - Food Security
Période projetée,Ennedi-Est,Number,2021,16772.0,INSEED - Food Security
Période projetée,Ennedi-Est,Number,2022,19566.0,INSEED - Food Security
Période projetée,Ennedi-Est,Number,2022,7930.0,INSEED - Food Security
Période projetée,Ennedi-Est,Number,2023,13984.0,INSEED - Food Security
Période projetée,Ennedi-Est,Number,2023,38918.0,INSEED - Food Security
Période projetée,Ennedi-Est,Number,2024,55327.0,INSEED - Food Security
Période projetée,Ennedi-Ouest,Number,2016,0.0,INSEED - Food Security
Période projetée,Ennedi-Ouest,Number,2016,12197.0,INSEED - Food Security
Période projetée,Ennedi-Ouest,Number,2017,0.0,INSEED - Food Security
Période projetée,Ennedi-Ouest,Number,2017,1619.0,INSEED - Food Security
Période projetée,Ennedi-Ouest,Number,2018,2790.0,INSEED - Food Security
Période projetée,Ennedi-Ouest,Number,2018,3447.0,INSEED - Food Security
Période projetée,Ennedi-Ouest,Number,2019,14062.0,INSEED - Food Security
Période projetée,Ennedi-Ouest,Number,2019,2892.0,INSEED - Food Security
Période projetée,Ennedi-Ouest,Number,2020,5303.0,INSEED - Food Security
Période projetée,Ennedi-Ouest,Number,2020,6244.0,INSEED - Food Security
Période projetée,Ennedi-Ouest,Number,2021,25907.0,INSEED - Food Security
Période projetée,Ennedi-Ouest,Number,2021,24010.0,INSEED - Food Security
Période projetée,Ennedi-Ouest,Number,2022,23957.0,INSEED - Food Security
Période projetée,Ennedi-Ouest,Number,2022,13091.0,INSEED - Food Security
Période projetée,Ennedi-Ouest,Number,2023,28107.0,INSEED - Food Security
Période projetée,Ennedi-Ouest,Number,2023,8452.0,INSEED - Food Security
Période projetée,Ennedi-Ouest,Number,2024,25275.0,INSEED - Food Security
Période projetée,Guéra,Number,2016,63197.0,INSEED - Food Security
Période projetée,Guéra,Number,2016,129698.0,INSEED - Food Security
Période projetée,Guéra,Number,2017,59506.0,INSEED - Food Security
Période projetée,Guéra,Number,2017,14210.0,INSEED - Food Security
Période projetée,Guéra,Number,2018,136633.0,INSEED - Food Security
Période projetée,Guéra,Number,2018,23406.0,INSEED - Food Security
Période projetée,Guéra,Number,2019,24132.0,INSEED - Food Security
Période projetée,Guéra,Number,2019,5075.0,INSEED - Food Security
Période projetée,Guéra,Number,2020,101533.0,INSEED - Food Security
Période projetée,Guéra,Number,2020,50201.0,INSEED - Food Security
Période projetée,Guéra,Number,2021,94916.0,INSEED - Food Security
Période projetée,Guéra,Number,2021,90396.0,INSEED - Food Security
Période projetée,Guéra,Number,2022,99670.0,INSEED - Food Security
Période projetée,Guéra,Number,2022,68981.0,INSEED - Food Security
Période projetée,Guéra,Number,2023,98265.0,INSEED - Food Security
Période projetée,Guéra,Number,2023,140775.0,INSEED - Food Security
Période projetée,Guéra,Number,2024,175090.0,INSEED - Food Security
Période projetée,Hadjer-Lamis,Number,2016,37361.0,INSEED - Food Security
Période projetée,Hadjer-Lamis,Number,2016,35594.0,INSEED - Food Security
Période projetée,Hadjer-Lamis,Number,2017,21106.0,INSEED - Food Security
Période projetée,Hadjer-Lamis,Number,2017,7760.0,INSEED - Food Security
Période projetée,Hadjer-Lamis,Number,2018,9412.0,INSEED - Food Security
Période projetée,Hadjer-Lamis,Number,2018,0.0,INSEED - Food Security
Période projetée,Hadjer-Lamis,Number,2019,10548.0,INSEED - Food Security
Période projetée,Hadjer-Lamis,Number,2019,32872.0,INSEED - Food Security
Période projetée,Hadjer-Lamis,Number,2020,47838.0,INSEED - Food Security
Période projetée,Hadjer-Lamis,Number,2020,33239.0,INSEED - Food Security
Période projetée,Hadjer-Lamis,Number,2021,115521.0,INSEED - Food Security
Période projetée,Hadjer-Lamis,Number,2021,80035.0,INSEED - Food Security
Période projetée,Hadjer-Lamis,Number,2022,152682.0,INSEED - Food Security
Période projetée,Hadjer-Lamis,Number,2022,64245.0,INSEED - Food Security
Période projetée,Hadjer-Lamis,Number,2023,91597.0,INSEED - Food Security
Période projetée,Hadjer-Lamis,Number,2023,209637.0,INSEED - Food Security
Période projetée,Hadjer-Lamis,Number,2024,223439.0,INSEED - Food Security
Période projetée,Kanem,Number,2016,105332.0,INSEED - Food Security
Période projetée,Kanem,Number,2016,77260.0,INSEED - Food Security
Période projetée,Kanem,Number,2017,92098.0,INSEED - Food Security
Période projetée,Kanem,Number,2017,50489.0,INSEED - Food Security
Période projetée,Kanem,Number,2018,112871.0,INSEED - Food Security
Période projetée,Kanem,Number,2018,37937.0,INSEED - Food Security
Période projetée,Kanem,Number,2019,35326.0,INSEED - Food Security
Période projetée,Kanem,Number,2019,69871.0,INSEED - Food Security
Période projetée,Kanem,Number,2020,108694.0,INSEED - Food Security
Période projetée,Kanem,Number,2020,95074.0,INSEED - Food Security
Période projetée,Kanem,Number,2021,110376.0,INSEED - Food Security
Période projetée,Kanem,Number,2021,151183.0,INSEED - Food Security
Période projetée,Kanem,Number,2022,133891.0,INSEED - Food Security
Période projetée,Kanem,Number,2022,98903.0,INSEED - Food Security
Période projetée,Kanem,Number,2023,120022.0,INSEED - Food Security
Période projetée,Kanem,Number,2023,156436.0,INSEED - Food Security
Période projetée,Kanem,Number,2024,201975.0,INSEED - Food Security
Période projetée,Lac,Number,2016,133615.0,INSEED - Food Security
Période projetée,Lac,Number,2016,136066.0,INSEED - Food Security
Période projetée,Lac,Number,2017,123275.0,INSEED - Food Security
Période projetée,Lac,Number,2017,59472.0,INSEED - Food Security
Période projetée,Lac,Number,2018,159245.0,INSEED - Food Security
Période projetée,Lac,Number,2018,136744.0,INSEED - Food Security
Période projetée,Lac,Number,2019,145089.0,INSEED - Food Security
Période projetée,Lac,Number,2019,43164.0,INSEED - Food Security
Période projetée,Lac,Number,2020,110372.0,INSEED - Food Security
Période projetée,Lac,Number,2020,157842.0,INSEED - Food Security
Période projetée,Lac,Number,2021,168160.0,INSEED - Food Security
Période projetée,Lac,Number,2021,198586.0,INSEED - Food Security
Période projetée,Lac,Number,2022,153515.0,INSEED - Food Security
Période projetée,Lac,Number,2022,165111.0,INSEED - Food Security
Période projetée,Lac,Number,2023,160203.0,INSEED - Food Security
Période projetée,Lac,Number,2023,230486.0,INSEED - Food Security
Période projetée,Lac,Number,2024,327203.0,INSEED - Food Security
Période projetée,Logone Occidental,Number,2016,32771.0,INSEED - Food Security
Période projetée,Logone Occidental,Number,2016,17221.0,INSEED - Food Security
Période projetée,Logone Occidental,Number,2017,0.0,INSEED - Food Security
Période projetée,Logone Occidental,Number,2017,0.0,INSEED - Food Security
Période projetée,Logone Occidental,Number,2018,0.0,INSEED - Food Security
Période projetée,Logone Occidental,Number,2018,16185.0,INSEED - Food Security
Période projetée,Logone Occidental,Number,2019,26184.0,INSEED - Food Security
Période projetée,Logone Occidental,Number,2019,24389.0,INSEED - Food Security
Période projetée,Logone Occidental,Number,2020,27709.0,INSEED - Food Security
Période projetée,Logone Occidental,Number,2020,85784.0,INSEED - Food Security
Période projetée,Logone Occidental,Number,2021,112514.0,INSEED - Food Security
Période projetée,Logone Occidental,Number,2021,113061.0,INSEED - Food Security
Période projetée,Logone Occidental,Number,2022,140271.0,INSEED - Food Security
Période projetée,Logone Occidental,Number,2022,101026.0,INSEED - Food Security
Période projetée,Logone Occidental,Number,2023,115400.0,INSEED - Food Security
Période projetée,Logone Occidental,Number,2023,177757.0,INSEED - Food Security
Période projetée,Logone Occidental,Number,2024,139196.0,INSEED - Food Security
Période projetée,Logone Oriental,Number,2016,92344.0,INSEED - Food Security
Période projetée,Logone Oriental,Number,2016,34632.0,INSEED - Food Security
Période projetée,Logone Oriental,Number,2017,0.0,INSEED - Food Security
Période projetée,Logone Oriental,Number,2017,2204.0,INSEED - Food Security
Période projetée,Logone Oriental,Number,2018,5977.0,INSEED - Food Security
Période projetée,Logone Oriental,Number,2018,66469.0,INSEED - Food Security
Période projetée,Logone Oriental,Number,2019,53945.0,INSEED - Food Security
Période projetée,Logone Oriental,Number,2019,11805.0,INSEED - Food Security
Période projetée,Logone Oriental,Number,2020,42783.0,INSEED - Food Security
Période projetée,Logone Oriental,Number,2020,90233.0,INSEED - Food Security
Période projetée,Logone Oriental,Number,2021,133415.0,INSEED - Food Security
Période projetée,Logone Oriental,Number,2021,102049.0,INSEED - Food Security
Période projetée,Logone Oriental,Number,2022,106893.0,INSEED - Food Security
Période projetée,Logone Oriental,Number,2022,128268.0,INSEED - Food Security
Période projetée,Logone Oriental,Number,2023,165662.0,INSEED - Food Security
Période projetée,Logone Oriental,Number,2023,193762.0,INSEED - Food Security
Période projetée,Logone Oriental,Number,2024,224889.0,INSEED - Food Security
Période projetée,Mandoul,Number,2016,81196.0,INSEED - Food Security
Période projetée,Mandoul,Number,2016,27693.0,INSEED - Food Security
Période projetée,Mandoul,Number,2017,0.0,INSEED - Food Security
Période projetée,Mandoul,Number,2017,10552.0,INSEED - Food Security
Période projetée,Mandoul,Number,2018,2984.0,INSEED - Food Security
Période projetée,Mandoul,Number,2018,8928.0,INSEED - Food Security
Période projetée,Mandoul,Number,2019,27673.0,INSEED - Food Security
Période projetée,Mandoul,Number,2019,7537.0,INSEED - Food Security
Période projetée,Mandoul,Number,2020,9242.0,INSEED - Food Security
Période projetée,Mandoul,Number,2020,29827.0,INSEED - Food Security
Période projetée,Mandoul,Number,2021,51370.0,INSEED - Food Security
Période projetée,Mandoul,Number,2021,35916.0,INSEED - Food Security
Période projetée,Mandoul,Number,2022,23855.0,INSEED - Food Security
Période projetée,Mandoul,Number,2022,39836.0,INSEED - Food Security
Période projetée,Mandoul,Number,2023,71037.0,INSEED - Food Security
Période projetée,Mandoul,Number,2023,105432.0,INSEED - Food Security
Période projetée,Mandoul,Number,2024,183393.0,INSEED - Food Security
Période projetée,Mayo-Kébbi-Est,Number,2016,52789.0,INSEED - Food Security
Période projetée,Mayo-Kébbi-Est,Number,2016,15146.0,INSEED - Food Security
Période projetée,Mayo-Kébbi-Est,Number,2017,0.0,INSEED - Food Security
Période projetée,Mayo-Kébbi-Est,Number,2017,0.0,INSEED - Food Security
Période projetée,Mayo-Kébbi-Est,Number,2018,0.0,INSEED - Food Security
Période projetée,Mayo-Kébbi-Est,Number,2018,17620.0,INSEED - Food Security
Période projetée,Mayo-Kébbi-Est,Number,2019,41822.0,INSEED - Food Security
Période projetée,Mayo-Kébbi-Est,Number,2019,20833.0,INSEED - Food Security
Période projetée,Mayo-Kébbi-Est,Number,2020,37464.0,INSEED - Food Security
Période projetée,Mayo-Kébbi-Est,Number,2020,52129.0,INSEED - Food Security
Période projetée,Mayo-Kébbi-Est,Number,2021,84397.0,INSEED - Food Security
Période projetée,Mayo-Kébbi-Est,Number,2021,65620.0,INSEED - Food Security
Période projetée,Mayo-Kébbi-Est,Number,2022,83121.0,INSEED - Food Security
Période projetée,Mayo-Kébbi-Est,Number,2022,110740.0,INSEED - Food Security
Période projetée,Mayo-Kébbi-Est,Number,2023,62824.0,INSEED - Food Security
Période projetée,Mayo-Kébbi-Est,Number,2023,174346.0,INSEED - Food Security
Période projetée,Mayo-Kébbi-Est,Number,2024,160068.0,INSEED - Food Security
Période projetée,Mayo-Kébbi-Ouest,Number,2016,42904.0,INSEED - Food Security
Période projetée,Mayo-Kébbi-Ouest,Number,2016,0.0,INSEED - Food Security
Période projetée,Mayo-Kébbi-Ouest,Number,2017,0.0,INSEED - Food Security
Période projetée,Mayo-Kébbi-Ouest,Number,2017,0.0,INSEED - Food Security
Période projetée,Mayo-Kébbi-Ouest,Number,2018,0.0,INSEED - Food Security
Période projetée,Mayo-Kébbi-Ouest,Number,2018,0.0,INSEED - Food Security
Période projetée,Mayo-Kébbi-Ouest,Number,2019,12782.0,INSEED - Food Security
Période projetée,Mayo-Kébbi-Ouest,Number,2019,21168.0,INSEED - Food Security
Période projetée,Mayo-Kébbi-Ouest,Number,2020,9114.0,INSEED - Food Security
Période projetée,Mayo-Kébbi-Ouest,Number,2020,22688.0,INSEED - Food Security
Période projetée,Mayo-Kébbi-Ouest,Number,2021,43833.0,INSEED - Food Security
Période projetée,Mayo-Kébbi-Ouest,Number,2021,19862.0,INSEED - Food Security
Période projetée,Mayo-Kébbi-Ouest,Number,2022,45311.0,INSEED - Food Security
Période projetée,Mayo-Kébbi-Ouest,Number,2022,29778.0,INSEED - Food Security
Période projetée,Mayo-Kébbi-Ouest,Number,2023,30024.0,INSEED - Food Security
Période projetée,Mayo-Kébbi-Ouest,Number,2023,63622.0,INSEED - Food Security
Période projetée,Mayo-Kébbi-Ouest,Number,2024,31433.0,INSEED - Food Security
Période projetée,Moyen-Chari,Number,2016,56370.0,INSEED - Food Security
Période projetée,Moyen-Chari,Number,2016,19676.0,INSEED - Food Security
Période projetée,Moyen-Chari,Number,2017,6043.0,INSEED - Food Security
Période projetée,Moyen-Chari,Number,2017,0.0,INSEED - Food Security
Période projetée,Moyen-Chari,Number,2018,17621.0,INSEED - Food Security
Période projetée,Moyen-Chari,Number,2018,27890.0,INSEED - Food Security
Période projetée,Moyen-Chari,Number,2019,22236.0,INSEED - Food Security
Période projetée,Moyen-Chari,Number,2019,13542.0,INSEED - Food Security
Période projetée,Moyen-Chari,Number,2020,51326.0,INSEED - Food Security
Période projetée,Moyen-Chari,Number,2020,29247.0,INSEED - Food Security
Période projetée,Moyen-Chari,Number,2021,70395.0,INSEED - Food Security
Période projetée,Moyen-Chari,Number,2021,35442.0,INSEED - Food Security
Période projetée,Moyen-Chari,Number,2022,35413.0,INSEED - Food Security
Période projetée,Moyen-Chari,Number,2022,83049.0,INSEED - Food Security
Période projetée,Moyen-Chari,Number,2023,115779.0,INSEED - Food Security
Période projetée,Moyen-Chari,Number,2023,99931.0,INSEED - Food Security
Période projetée,Moyen-Chari,Number,2024,100979.0,INSEED - Food Security
Période projetée,Ouaddaï,Number,2016,39822.0,INSEED - Food Security
Période projetée,Ouaddaï,Number,2016,161285.0,INSEED - Food Security
Période projetée,Ouaddaï,Number,2017,205594.0,INSEED - Food Security
Période projetée,Ouaddaï,Number,2017,31595.0,INSEED - Food Security
Période projetée,Ouaddaï,Number,2018,114053.0,INSEED - Food Security
Période projetée,Ouaddaï,Number,2018,20502.0,INSEED - Food Security
Période projetée,Ouaddaï,Number,2019,14923.0,INSEED - Food Security
Période projetée,Ouaddaï,Number,2019,82209.0,INSEED - Food Security
Période projetée,Ouaddaï,Number,2020,73015.0,INSEED - Food Security
Période projetée,Ouaddaï,Number,2020,58565.0,INSEED - Food Security
Période projetée,Ouaddaï,Number,2021,97308.0,INSEED - Food Security
Période projetée,Ouaddaï,Number,2021,128218.0,INSEED - Food Security
Période projetée,Ouaddaï,Number,2022,262258.0,INSEED - Food Security
Période projetée,Ouaddaï,Number,2022,114148.0,INSEED - Food Security
Période projetée,Ouaddaï,Number,2023,193646.0,INSEED - Food Security
Période projetée,Ouaddaï,Number,2023,292779.0,INSEED - Food Security
Période projetée,Ouaddaï,Number,2024,337255.0,INSEED - Food Security
Période projetée,Salamat,Number,2016,14586.0,INSEED - Food Security
Période projetée,Salamat,Number,2016,23121.0,INSEED - Food Security
Période projetée,Salamat,Number,2017,2206.0,INSEED - Food Security
Période projetée,Salamat,Number,2017,0.0,INSEED - Food Security
Période projetée,Salamat,Number,2018,761.0,INSEED - Food Security
Période projetée,Salamat,Number,2018,4597.0,INSEED - Food Security
Période projetée,Salamat,Number,2019,7975.0,INSEED - Food Security
Période projetée,Salamat,Number,2019,5362.0,INSEED - Food Security
Période projetée,Salamat,Number,2020,26495.0,INSEED - Food Security
Période projetée,Salamat,Number,2020,22635.0,INSEED - Food Security
Période projetée,Salamat,Number,2021,41808.0,INSEED - Food Security
Période projetée,Salamat,Number,2021,95735.0,INSEED - Food Security
Période projetée,Salamat,Number,2022,59534.0,INSEED - Food Security
Période projetée,Salamat,Number,2022,26961.0,INSEED - Food Security
Période projetée,Salamat,Number,2023,37916.0,INSEED - Food Security
Période projetée,Salamat,Number,2023,68671.0,INSEED - Food Security
Période projetée,Salamat,Number,2024,73486.0,INSEED - Food Security
Période projetée,Sila,Number,2016,30061.0,INSEED - Food Security
Période projetée,Sila,Number,2016,42212.0,INSEED - Food Security
Période projetée,Sila,Number,2017,85239.0,INSEED - Food Security
Période projetée,Sila,Number,2017,0.0,INSEED - Food Security
Période projetée,Sila,Number,2018,6441.0,INSEED - Food Security
Période projetée,Sila,Number,2018,1159.0,INSEED - Food Security
Période projetée,Sila,Number,2019,2318.0,INSEED - Food Security
Période projetée,Sila,Number,2019,9003.0,INSEED - Food Security
Période projetée,Sila,Number,2020,52214.0,INSEED - Food Security
Période projetée,Sila,Number,2020,40224.0,INSEED - Food Security
Période projetée,Sila,Number,2021,61037.0,INSEED - Food Security
Période projetée,Sila,Number,2021,40766.0,INSEED - Food Security
Période projetée,Sila,Number,2022,107330.0,INSEED - Food Security
Période projetée,Sila,Number,2022,61211.0,INSEED - Food Security
Période projetée,Sila,Number,2023,65749.0,INSEED - Food Security
Période projetée,Sila,Number,2023,166041.0,INSEED - Food Security
Période projetée,Sila,Number,2024,186991.0,INSEED - Food Security
Période projetée,TCHAD,Number,2016,1052437.0,INSEED - Food Security
Période projetée,TCHAD,Number,2016,1050452.0,INSEED - Food Security
Période projetée,TCHAD,Number,2017,897410.0,INSEED - Food Security
Période projetée,TCHAD,Number,2017,362015.0,INSEED - Food Security
Période projetée,TCHAD,Number,2018,990707.0,INSEED - Food Security
Période projetée,TCHAD,Number,2018,519124.0,INSEED - Food Security
Période projetée,TCHAD,Number,2019,640874.0,INSEED - Food Security
Période projetée,TCHAD,Number,2019,524158.0,INSEED - Food Security
Période projetée,TCHAD,Number,2020,1002653.0,INSEED - Food Security
Période projetée,TCHAD,Number,2020,1148996.0,INSEED - Food Security
Période projetée,TCHAD,Number,2021,1778632.0,INSEED - Food Security
Période projetée,TCHAD,Number,2021,1737249.0,INSEED - Food Security
Période projetée,TCHAD,Number,2022,2098864.0,INSEED - Food Security
Période projetée,TCHAD,Number,2022,1512769.0,INSEED - Food Security
Période projetée,TCHAD,Number,2023,1864301.0,INSEED - Food Security
Période projetée,TCHAD,Number,2023,2878501.0,INSEED - Food Security
Période projetée,TCHAD,Number,2024,3364452.0,INSEED - Food Security
Période projetée,Tandjilé,Number,2016,48775.0,INSEED - Food Security
Période projetée,Tandjilé,Number,2016,19902.0,INSEED - Food Security
Période projetée,Tandjilé,Number,2017,10136.0,INSEED - Food Security
Période projetée,Tandjilé,Number,2017,10491.0,INSEED - Food Security
Période projetée,Tandjilé,Number,2018,0.0,INSEED - Food Security
Période projetée,Tandjilé,Number,2018,23356.0,INSEED - Food Security
Période projetée,Tandjilé,Number,2019,29677.0,INSEED - Food Security
Période projetée,Tandjilé,Number,2019,11240.0,INSEED - Food Security
Période projetée,Tandjilé,Number,2020,29081.0,INSEED - Food Security
Période projetée,Tandjilé,Number,2020,50154.0,INSEED - Food Security
Période projetée,Tandjilé,Number,2021,53728.0,INSEED - Food Security
Période projetée,Tandjilé,Number,2021,95414.0,INSEED - Food Security
Période projetée,Tandjilé,Number,2022,106021.0,INSEED - Food Security
Période projetée,Tandjilé,Number,2022,111662.0,INSEED - Food Security
Période projetée,Tandjilé,Number,2023,74290.0,INSEED - Food Security
Période projetée,Tandjilé,Number,2023,137184.0,INSEED - Food Security
Période projetée,Tandjilé,Number,2024,162676.0,INSEED - Food Security
Période projetée,Tibesti,Number,2017,0.0,INSEED - Food Security
Période projetée,Tibesti,Number,2017,198.0,INSEED - Food Security
Période projetée,Tibesti,Number,2018,0.0,INSEED - Food Security
Période projetée,Tibesti,Number,2018,9623.0,INSEED - Food Security
Période projetée,Tibesti,Number,2019,8238.0,INSEED - Food Security
Période projetée,Tibesti,Number,2019,3387.0,INSEED - Food Security
Période projetée,Tibesti,Number,2020,8038.0,INSEED - Food Security
Période projetée,Tibesti,Number,2020,10121.0,INSEED - Food Security
Période projetée,Tibesti,Number,2021,8153.0,INSEED - Food Security
Période projetée,Tibesti,Number,2021,8322.0,INSEED - Food Security
Période projetée,Tibesti,Number,2022,9194.0,INSEED - Food Security
Période projetée,Tibesti,Number,2022,4914.0,INSEED - Food Security
Période projetée,Tibesti,Number,2023,2798.0,INSEED - Food Security
Période projetée,Tibesti,Number,2023,9053.0,INSEED - Food Security
Période projetée,Tibesti,Number,2024,9296.0,INSEED - Food Security
Période projetée,Wadi Fira,Number,2016,78419.0,INSEED - Food Security
Période projetée,Wadi Fira,Number,2016,119468.0,INSEED - Food Security
Période projetée,Wadi Fira,Number,2017,143786.0,INSEED - Food Security
Période projetée,Wadi Fira,Number,2017,53399.0,INSEED - Food Security
Période projetée,Wadi Fira,Number,2018,186444.0,INSEED - Food Security
Période projetée,Wadi Fira,Number,2018,38252.0,INSEED - Food Security
Période projetée,Wadi Fira,Number,2019,26066.0,INSEED - Food Security
Période projetée,Wadi Fira,Number,2019,22387.0,INSEED - Food Security
